segment_key,scheduled_departure_date_key,scheduled_departure_time_key,actual_departure_date_key,actual_departure_time_key,passenger_key,passenger_profile_key,segment_origin_airport_key,segment_destination_airport_key,aircraft_key,class_of_service_key,fare_basis_key,booking_channel_key,confirmation_number,ticket_number,segment_sequence_number,flight_number,base_fare_revenue_usd,passenger_facility_charges_usd,airport_tax_usd,government_tax_usd,baggage_charges_usd,upgrade_fees_usd,transaction_fees_usd,total_revenue_usd,segment_miles_flown,segment_miles_earned,delay_minutes,seat_capacity,flight_status,load_factor_pct
8650,551,315,551,315,1237,1388,9,4,21,2,6,4,CNF34244101,TKT1544833202,1,GA722,243.51,8.89,19.18,17.03,0.0,0,24.35,312.96,4906,13049,0,294,Flown,85.4
8651,745,1145,745,1145,1026,1949,5,11,23,9,7,3,CNF04770710,TKT6790398537,3,GA375,2202.02,5.22,212.57,126.54,0.0,0,176.16,2722.51,2941,32351,0,178,No-Show,70.5
8652,463,1945,463,1945,494,2724,5,21,40,4,1,1,CNF79832137,TKT0603621884,4,GA330,383.88,10.61,22.17,23.81,0.0,0,0.0,440.47,5094,3056,76,178,Flown,72.8
8653,589,1915,589,1915,379,685,17,21,49,12,2,1,CNF79805292,TKT2954957335,4,GA309,279.8,9.06,24.22,25.69,50.0,0,0.0,388.77,4398,1869,15,400,Flown,93.9
8654,610,2100,610,2100,2171,2980,13,20,29,18,5,6,CNF62393245,TKT3663872211,4,GA309,1217.94,11.73,119.75,108.35,0.0,0,146.15,1603.92,2170,7595,93,67,Flown,88.0
8655,214,2245,214,2245,1418,3101,12,7,29,8,2,3,CNF74098307,TKT5833184456,2,GA440,155.14,27.35,14.13,18.76,0.0,0,12.41,227.79,956,406,13,67,Flown,39.5
8656,852,1815,852,1815,2812,4104,21,7,58,17,7,1,CNF46059095,TKT2253870630,4,GA368,2695.04,24.84,221.45,313.75,0.0,0,0.0,3255.08,1599,17589,103,166,Flown,75.7
8657,531,530,531,530,2546,2674,15,4,5,18,5,2,CNF93808957,TKT5670227039,1,GA887,2560.32,26.82,234.35,252.11,0.0,0,0.0,3073.6,6766,23681,0,172,Flown,95.3
8658,696,1645,696,1645,443,2808,5,13,55,17,7,1,CNF45964364,TKT6078935425,3,GA826,4194.41,27.06,357.13,626.06,0.0,0,0.0,5204.66,4006,44066,76,218,Flown,52.5
8659,640,515,640,515,110,713,11,13,8,14,6,1,CNF81208213,TKT2913760870,3,GA373,803.03,23.29,76.44,86.18,50.0,0,0.0,1038.94,7121,18941,48,400,Flown,64.7
8660,449,430,449,430,625,1434,4,5,17,20,3,2,CNF98501968,TKT6434808908,4,GA404,43.84,12.1,2.64,6.06,0.0,500,0.0,564.64,3861,1061,0,399,Flown,96.6
8661,963,1645,963,1645,452,472,2,13,4,16,8,2,CNF31051015,TKT1106100819,2,GA666,160.99,9.16,9.31,17.52,25.0,0,0.0,221.98,6883,2409,19,291,Flown,71.6
8662,427,1700,427,1700,2772,411,2,18,41,16,1,3,CNF76604919,TKT1321545433,1,GA106,86.11,11.42,8.06,9.0,0.0,0,6.89,121.48,4962,2977,107,221,Flown,53.3
8663,752,2300,752,2300,2955,2805,13,12,40,12,1,1,CNF55731221,TKT4222514088,2,GA584,115.53,26.59,9.18,9.43,50.0,0,0.0,210.73,6665,3999,23,178,Flown,68.5
8664,1066,615,1066,615,1281,1396,6,18,65,18,6,2,CNF18029785,TKT7421592017,4,GA768,669.88,28.26,57.5,73.49,50.0,500,0.0,1379.13,7786,20710,0,68,Flown,66.7
8665,1074,600,1074,600,1323,5111,18,13,7,4,8,2,CNF56476425,TKT5071650105,3,GA624,133.85,7.79,7.06,16.63,100.0,0,0.0,265.33,6967,2438,0,184,Flown,85.8
8666,451,2000,451,2000,1730,532,12,7,53,24,3,1,CNF86705809,TKT4185617018,1,GA889,95.92,28.16,4.71,12.49,0.0,0,0.0,141.28,7714,2121,0,396,Flown,75.1
8667,570,1230,570,1230,485,5347,12,11,28,2,6,1,CNF66506736,TKT9014535916,2,GA639,1304.82,22.31,104.49,103.38,0.0,0,0.0,1535.0,3140,8352,0,393,Flown,83.4
8668,56,930,56,930,968,1568,2,11,58,4,8,2,CNF43211986,TKT3085629242,4,GA646,70.39,27.51,5.69,4.9,25.0,200,0.0,333.49,7986,2795,0,166,Flown,84.7
8669,633,1500,633,1500,389,3604,20,6,31,1,7,1,CNF36882615,TKT2334301201,1,GA362,4815.01,15.26,401.99,407.58,0.0,0,0.0,5639.84,3362,36982,0,336,Flown,82.4
8670,805,1215,805,1215,2684,1192,17,7,63,12,8,1,CNF28450817,TKT7285920925,1,GA768,49.12,11.11,2.6,5.45,0.0,0,0.0,68.28,657,229,0,337,Flown,58.1
8671,823,1815,823,1815,2101,5935,7,20,35,13,7,1,CNF27424533,TKT6280115467,1,GA405,2016.43,29.46,132.7,217.46,0.0,0,0.0,2396.05,4141,45551,24,292,Flown,76.0
8672,704,1745,704,1745,2609,799,12,21,36,13,7,6,CNF74337756,TKT1492201829,1,GA605,3825.16,12.49,380.34,433.23,0.0,0,459.02,5110.24,1525,16775,0,179,Flown,85.5
8673,1024,1545,1024,1545,1006,1548,21,14,56,4,8,1,CNF00468290,TKT9160739748,1,GA880,105.64,17.43,10.22,15.26,0.0,50,0.0,198.55,4857,1699,2,295,Flown,84.5
8674,547,2330,547,2330,131,1764,20,18,51,24,1,2,CNF07620928,TKT8240307338,1,GA692,552.92,9.68,53.68,66.15,0.0,0,0.0,682.43,945,567,13,332,Flown,84.7
8675,787,600,787,600,68,926,5,6,5,12,1,2,CNF87316776,TKT2105816870,3,GA330,141.15,24.45,13.3,14.61,25.0,0,0.0,218.51,6220,3732,0,172,Flown,83.0
8676,395,1415,395,1415,2550,5179,9,13,39,8,3,1,CNF70721635,TKT2068487786,2,GA126,112.74,16.99,6.6,13.67,25.0,0,0.0,175.0,2071,569,12,73,Flown,87.6
8677,243,445,243,445,2668,1027,7,13,52,22,6,4,CNF34018849,TKT2127532339,1,GA828,742.79,12.21,74.09,89.72,0.0,0,74.28,993.09,2668,7096,3,300,Flown,96.4
8678,904,500,904,500,2834,2039,21,11,53,18,5,4,CNF85437601,TKT1409712710,3,GA714,1000.0,14.06,92.94,71.69,0.0,0,100.0,1278.69,5737,20079,0,396,Flown,68.3
8679,32,1115,32,1115,2628,913,14,13,21,16,1,5,CNF83026558,TKT2414088086,3,GA242,281.47,28.72,19.92,15.22,0.0,0,14.07,359.4,2742,1645,0,294,Flown,77.2
8680,876,300,876,300,1446,1771,20,14,55,1,7,1,CNF27709493,TKT3061531124,1,GA925,3923.52,13.99,281.83,366.95,50.0,50,0.0,4686.29,4633,50963,0,218,Flown,69.8
8681,771,2030,771,2030,40,2400,18,14,56,15,4,1,CNF74434302,TKT6142185144,3,GA332,489.98,22.07,29.91,48.59,0.0,0,0.0,590.55,7047,6870,24,295,Flown,72.9
8682,565,1700,565,1700,1703,2188,14,2,5,8,2,2,CNF41914787,TKT3530422824,1,GA853,116.96,19.51,11.64,10.17,25.0,0,0.0,183.28,2132,906,0,172,Flown,69.2
8683,852,2130,852,2130,864,4768,7,6,27,15,4,3,CNF48725029,TKT4624661080,1,GA396,276.08,23.84,21.09,39.54,0.0,200,22.09,582.64,2181,2126,93,175,Flown,81.3
8684,446,1245,446,1245,2195,120,9,4,43,7,4,1,CNF76156038,TKT3414504360,2,GA437,309.8,20.32,25.66,43.53,0.0,0,0.0,399.31,6774,6604,0,393,Flown,49.2
8685,540,1430,540,1430,1110,1751,6,9,3,24,2,2,CNF30307459,TKT7800377643,2,GA642,91.97,29.25,8.31,6.16,0.0,0,0.0,135.69,226,96,0,218,Flown,93.0
8686,191,1445,191,1445,2918,3311,2,4,45,16,3,2,CNF17150529,TKT2850547260,4,GA327,37.57,26.78,2.79,5.59,0.0,200,0.0,272.73,1092,300,225,168,Diverted,85.2
8687,1088,315,1088,315,1496,2900,13,2,20,7,4,1,CNF97108784,TKT1477062615,4,GA672,425.16,5.12,34.07,50.89,0.0,0,0.0,515.24,1591,1551,0,334,Flown,77.4
8688,951,0,951,0,667,2376,11,12,3,21,7,2,CNF81123223,TKT6445497782,3,GA549,3756.43,7.75,270.19,394.57,0.0,0,0.0,4428.94,6742,74162,0,218,Flown,44.0
8689,171,1600,171,1600,2507,1130,17,7,43,9,7,3,CNF30123539,TKT5249214951,4,GA259,46.02,13.51,425.79,276.36,1119.29,0,368.16,2249.13,483,5313,0,393,No-Show,85.6
8690,59,845,59,845,366,163,6,11,56,15,4,1,CNF48275064,TKT1088643049,2,GA644,142.38,6.92,11.92,17.45,50.0,0,0.0,228.67,1742,1698,0,295,Diverted,83.5
8691,835,0,835,0,661,2511,2,9,63,4,2,2,CNF67298942,TKT2002255919,3,GA317,44.78,27.47,2.87,2.62,0.0,0,0.0,77.74,2213,940,3,337,Flown,65.7
8692,522,1415,522,1415,447,5111,9,12,51,15,4,1,CNF46279444,TKT4685175495,2,GA635,312.66,8.68,17.67,44.43,0.0,0,0.0,383.44,4331,4222,61,332,Flown,46.3
8693,1078,1645,1078,1645,1505,270,14,11,24,8,8,2,CNF96667433,TKT4338976098,2,GA339,169.24,22.27,9.88,8.62,0.0,0,0.0,210.01,6274,2195,0,178,Flown,58.9
8694,1040,1500,1040,1500,1091,4703,4,9,42,4,1,6,CNF12977521,TKT7526668585,3,GA209,90.81,18.64,9.03,6.01,0.0,50,10.9,185.39,2064,1238,0,338,Flown,48.4
8695,316,200,316,200,744,1596,18,14,34,24,8,3,CNF92658721,TKT8172160276,2,GA631,153.12,20.08,7.98,21.93,100.0,0,12.25,315.36,7983,2794,18,157,Flown,70.5
8696,473,615,473,615,2087,4268,6,4,54,5,7,2,CNF64100585,TKT2683895071,1,GA724,2026.03,14.27,109.54,129.44,0.0,0,0.0,2279.28,3200,35200,0,300,Flown,88.4
8697,1000,45,1000,45,1767,2400,12,18,1,4,8,1,CNF10998379,TKT5337875624,4,GA654,147.65,13.69,7.3,21.82,0.0,0,0.0,190.46,2128,744,0,166,Flown,74.9
8698,592,1400,592,1400,1586,499,14,11,26,17,7,1,CNF79458830,TKT8424174190,4,GA599,4145.18,21.42,286.74,424.68,0.0,0,0.0,4878.02,4911,54021,0,181,Flown,79.1
8699,572,1130,572,1130,2666,1378,11,6,49,17,7,2,CNF99363761,TKT3338198007,1,GA374,2171.02,29.93,94.56,243.13,0.0,0,0.0,2538.64,4421,48631,0,400,Flown,39.0
8700,80,1230,80,1230,2317,2491,11,9,46,6,6,5,CNF78515600,TKT8777092049,1,GA125,622.39,10.41,56.37,54.75,0.0,0,31.12,775.04,2673,7110,0,177,Flown,90.0
8701,723,1730,723,1730,2977,486,15,11,38,4,1,3,CNF60924401,TKT1282828542,1,GA441,306.11,18.43,16.57,34.88,0.0,0,24.49,400.48,4093,2455,27,340,Flown,83.7
8702,218,0,218,0,1483,1293,4,12,67,20,8,1,CNF53283567,TKT5694521080,3,GA797,145.2,5.38,14.42,18.43,0.0,0,0.0,183.43,4638,1623,0,169,Flown,93.0
8703,42,600,42,600,1595,2837,6,4,71,4,2,4,CNF54277045,TKT9675160045,3,GA180,107.37,21.19,7.58,12.31,0.0,0,10.74,159.19,7218,3067,0,163,No-Show,70.9
8704,209,1800,209,1800,854,538,17,20,27,24,2,1,CNF95271050,TKT0265949267,3,GA595,167.5,15.24,10.31,21.78,25.0,0,0.0,239.83,7370,3132,79,175,Flown,77.4
8705,344,1315,344,1315,36,1182,12,4,55,21,7,1,CNF76269682,TKT6997668345,4,GA393,6707.35,17.59,377.6,393.7,0.0,0,0.0,7496.24,953,10483,0,218,Cancelled,53.4
8706,423,2345,423,2345,2252,2493,20,12,29,16,1,2,CNF55793585,TKT2035592489,3,GA610,169.57,16.98,10.28,17.98,0.0,0,0.0,214.81,2996,1797,48,67,Flown,83.1
8707,354,315,354,315,1988,1013,4,18,29,24,2,2,CNF03400744,TKT0006728654,2,GA410,178.9,14.65,15.4,15.86,0.0,0,0.0,224.81,5140,2184,0,67,Flown,65.3
8708,744,15,744,15,1114,1910,14,21,70,13,7,1,CNF79095649,TKT3190449405,2,GA304,2552.41,27.12,142.96,244.85,50.0,0,0.0,3017.34,6062,66682,36,165,Flown,85.5
8709,323,2145,323,2145,55,1665,15,2,34,24,2,1,CNF50010343,TKT9314159810,4,GA999,96.94,7.06,8.28,10.41,50.0,0,0.0,172.69,2345,996,22,157,Flown,81.4
8710,653,2345,653,2345,766,408,21,11,60,4,1,2,CNF41344746,TKT8332988776,3,GA304,88.53,26.91,4.87,12.81,0.0,0,0.0,133.12,7689,4613,3,335,Flown,90.4
8711,92,1345,92,1345,2894,775,7,6,39,4,3,1,CNF54278551,TKT3342385311,4,GA994,46.06,16.67,1.99,4.6,0.0,0,0.0,69.32,4079,1121,0,73,No-Show,76.5
8712,537,1715,537,1715,1870,2775,7,2,37,8,1,3,CNF41006382,TKT8181936358,4,GA681,82.68,7.45,3.68,12.26,0.0,0,6.61,112.68,3346,2007,0,393,Flown,94.9
8713,22,1515,22,1515,1509,2230,5,11,6,24,2,2,CNF61266816,TKT7804463407,2,GA796,101.21,8.77,6.54,10.8,0.0,100,0.0,227.32,5619,2388,0,77,No-Show,93.2
8714,405,2345,405,2345,2388,2156,11,20,48,18,5,1,CNF14101497,TKT4891697605,2,GA138,2094.75,21.52,142.31,231.11,25.0,0,0.0,2514.69,5745,20107,0,164,Flown,67.4
8715,830,800,830,800,2333,2661,12,4,19,15,4,5,CNF35390908,TKT6166933498,1,GA899,358.67,16.05,22.33,27.31,50.0,0,17.93,492.29,5065,4938,0,77,Flown,54.8
8716,299,430,299,430,100,2682,6,9,56,24,3,3,CNF84368875,TKT6369764939,3,GA972,90.86,19.13,6.03,10.76,0.0,0,7.27,134.05,3217,884,57,295,Cancelled,94.8
8717,113,1130,113,1130,2878,2389,7,6,40,14,5,1,CNF99697882,TKT1439103890,1,GA803,407.68,8.11,23.84,33.61,0.0,0,0.0,473.24,2745,9607,0,178,Diverted,48.8
8718,904,1315,904,1315,2365,2821,6,11,48,18,5,2,CNF05447203,TKT7497422228,1,GA982,611.03,29.81,46.44,77.03,0.0,0,0.0,764.31,3647,12764,117,164,Flown,85.4
8719,163,0,163,0,812,1334,18,6,59,7,4,2,CNF92990582,TKT8428390334,4,GA427,205.31,18.74,14.16,25.94,0.0,0,0.0,264.15,423,412,70,177,Flown,73.8
8720,216,1345,216,1345,1058,717,20,6,44,16,8,2,CNF66238729,TKT1050038277,3,GA993,124.04,25.4,7.95,9.33,0.0,0,0.0,166.72,2640,923,135,216,Flown,59.3
8721,438,15,438,15,1992,686,21,9,50,8,2,3,CNF63133749,TKT5698697200,4,GA874,216.08,26.99,16.06,26.52,0.0,0,17.29,302.94,1675,711,25,220,Flown,91.0
8722,186,30,186,30,513,96,20,2,68,8,8,1,CNF60517278,TKT0429235144,1,GA626,53.3,25.99,2.63,3.11,0.0,0,0.0,85.03,335,117,29,222,Diverted,90.7
8723,719,1930,719,1930,2036,2939,17,5,45,24,1,1,CNF34382707,TKT6048362309,3,GA666,244.04,19.17,19.97,36.33,0.0,0,0.0,319.51,7904,4742,11,168,Flown,86.6
8724,1004,1245,1004,1245,1322,2742,17,12,71,14,6,4,CNF73978543,TKT2690245911,2,GA145,1608.96,28.93,98.64,198.96,0.0,50,160.9,2146.39,5132,13651,227,163,Flown,53.2
8725,1013,1115,1013,1115,1848,1133,4,14,9,22,5,3,CNF50335547,TKT8188256254,1,GA339,1210.31,17.51,119.32,96.58,25.0,0,96.82,1565.54,4950,17325,0,177,Flown,93.5
8726,905,945,905,945,1553,1851,20,14,67,16,3,6,CNF02548834,TKT8681278075,3,GA211,100.87,28.31,7.5,14.36,0.0,0,12.1,163.14,6603,1815,20,169,No-Show,84.1
8727,914,1245,914,1245,1107,2522,6,21,31,8,3,2,CNF59997163,TKT0821503150,4,GA815,93.35,27.56,3.81,9.25,0.0,0,0.0,133.97,5880,1617,9,336,Flown,38.4
8728,488,2145,488,2145,1639,3829,9,17,22,8,1,3,CNF99524894,TKT5226676966,4,GA279,308.33,16.87,12.41,26.47,0.0,0,24.67,388.75,7945,4767,0,168,Flown,83.2
8729,676,2100,676,2100,128,1710,6,12,70,2,5,1,CNF09589855,TKT0268707620,3,GA190,1456.64,14.46,77.98,165.88,75.0,0,0.0,1789.96,6499,22746,44,165,Flown,51.2
8730,1008,1130,1008,1130,168,3834,11,20,66,12,8,1,CNF12595810,TKT7128261136,4,GA204,89.6,11.03,5.11,4.85,0.0,0,0.0,110.59,3710,1298,0,77,No-Show,59.7
8731,444,1500,444,1500,636,2540,2,7,29,16,3,1,CNF42121976,TKT0915953127,3,GA220,52.79,10.11,4.33,4.01,0.0,0,0.0,71.24,4352,1196,0,67,Flown,90.5
8732,1051,2300,1051,2300,930,346,4,15,60,8,1,1,CNF75779453,TKT1803199212,4,GA376,124.16,17.99,11.95,6.43,50.0,0,0.0,210.53,4956,2973,0,335,Flown,90.8
8733,393,1545,393,1545,2448,1573,13,21,69,20,8,3,CNF02953952,TKT8064388564,4,GA752,162.69,18.81,13.26,15.84,25.0,100,13.02,348.62,2831,990,0,400,Flown,74.1
8734,312,845,312,845,1537,2357,20,18,3,16,8,1,CNF59467301,TKT0561178529,3,GA994,258.61,19.03,16.25,15.57,25.0,0,0.0,334.46,4777,1671,0,218,Flown,72.0
8735,900,215,900,215,627,1468,20,14,30,4,3,2,CNF66436911,TKT8886360298,3,GA802,171.35,24.39,17.11,14.78,0.0,50,0.0,277.63,5479,1506,0,393,Flown,85.8
8736,825,500,825,500,2430,201,4,17,13,8,1,2,CNF06296721,TKT1928952774,4,GA192,115.74,16.33,11.42,9.04,50.0,0,0.0,202.53,6869,4121,0,393,Flown,39.5
8737,261,600,261,600,830,1838,21,18,63,16,3,2,CNF74849643,TKT1135011747,4,GA749,148.98,20.92,7.97,20.12,25.0,0,0.0,222.99,1760,484,0,337,Flown,79.7
8738,462,1115,462,1115,1905,324,17,4,9,13,7,2,CNF33739127,TKT4789569313,4,GA282,3830.99,27.92,168.62,498.88,0.0,0,0.0,4526.41,4949,54439,0,177,Flown,83.3
8739,605,1945,605,1945,13,2166,6,15,6,23,4,1,CNF20362523,TKT7882102397,1,GA728,378.71,19.25,20.42,33.75,0.0,100,0.0,552.13,3500,3412,17,77,Flown,72.5
8740,223,945,223,945,686,2909,13,12,31,23,4,3,CNF29991880,TKT6958913177,4,GA312,262.21,9.43,19.88,18.08,0.0,0,20.98,330.58,4281,4173,0,336,Flown,81.1
8741,903,230,903,230,2532,57,11,17,27,8,3,2,CNF50383264,TKT6704183490,3,GA614,83.15,25.42,4.89,10.0,75.0,0,0.0,198.46,343,94,0,175,Flown,66.8
8742,420,1000,420,1000,2117,2898,17,13,14,10,6,6,CNF06669662,TKT6720642602,2,GA236,917.64,17.11,66.87,93.81,75.0,0,110.12,1280.55,1908,5075,0,158,Flown,91.3
8743,299,1915,299,1915,459,1218,12,21,48,6,5,1,CNF23941479,TKT1132673008,4,GA968,2861.61,6.67,267.16,412.49,0.0,50,0.0,3597.93,4234,14818,0,164,Flown,75.7
8744,123,1100,123,1100,327,2135,11,12,29,3,4,2,CNF78274473,TKT8313901601,1,GA773,205.52,24.99,17.88,16.68,0.0,0,0.0,265.07,4267,4160,20,67,Cancelled,62.8
8745,1044,245,1044,245,771,1161,17,15,70,6,5,1,CNF05818730,TKT6272130452,3,GA618,3198.41,14.51,246.88,371.68,25.0,0,0.0,3856.48,6181,21633,0,165,Flown,93.0
8746,460,1715,460,1715,1240,1762,15,4,16,24,2,1,CNF21451030,TKT1279996515,1,GA806,106.01,10.2,8.86,10.35,50.0,0,0.0,185.42,1186,504,20,397,Flown,74.1
8747,198,1845,198,1845,2365,1948,17,6,39,2,6,1,CNF32547001,TKT5898162971,4,GA371,544.46,12.38,33.34,65.08,0.0,0,0.0,655.26,6544,17407,21,73,Flown,75.2
8748,573,830,573,830,1784,41,7,11,57,5,7,1,CNF46798221,TKT9449763228,4,GA199,1385.17,10.27,76.78,124.76,100.0,0,0.0,1696.98,5550,61050,0,225,Flown,87.2
8749,370,700,370,700,1606,1470,2,18,11,3,4,2,CNF01021592,TKT5360720673,2,GA728,383.81,6.8,36.07,44.77,0.0,0,0.0,471.45,1469,1432,0,391,Flown,85.1
8750,818,230,818,230,2371,2794,4,15,5,21,7,2,CNF71778351,TKT0889583711,2,GA170,2892.69,14.77,274.07,200.8,0.0,0,0.0,3382.33,2444,26884,0,172,Flown,49.7
8751,382,1400,382,1400,849,33,12,4,40,14,5,2,CNF28467518,TKT5256712965,2,GA832,969.19,15.88,81.18,117.1,25.0,500,0.0,1708.35,1736,6075,0,178,Flown,82.2
8752,442,1900,442,1900,2552,410,20,5,16,21,7,2,CNF24505907,TKT7957535112,4,GA480,1573.08,25.57,149.63,223.01,0.0,0,0.0,1971.29,1820,20020,20,397,Flown,86.8
8753,761,645,761,645,241,2996,17,18,51,23,4,2,CNF65560303,TKT5769249574,4,GA666,496.16,15.14,33.98,72.09,25.0,0,0.0,642.37,493,480,0,332,Flown,93.3
8754,11,1515,11,1515,2921,4854,9,15,19,10,5,2,CNF25782101,TKT6834181398,2,GA227,1036.73,22.85,61.78,58.73,75.0,0,0.0,1255.09,4039,14136,0,77,Flown,84.7
8755,561,2200,561,2200,1390,503,14,7,69,22,5,1,CNF79644017,TKT8578112972,2,GA311,783.13,16.51,73.65,71.96,0.0,0,0.0,945.25,2288,8008,6,400,Flown,76.8
8756,884,1100,884,1100,2230,753,7,9,53,16,2,1,CNF17620892,TKT5664963289,2,GA413,44.76,10.58,3.29,5.51,0.0,0,0.0,64.14,3652,1552,0,396,Flown,66.5
8757,511,945,511,945,2378,290,15,18,8,14,6,1,CNF59827809,TKT9558861449,4,GA849,4626.76,26.36,387.32,684.64,0.0,0,0.0,5725.08,549,1460,0,400,Flown,84.8
8758,555,245,555,245,1273,334,14,11,33,2,5,2,CNF29652155,TKT4619379311,1,GA906,1263.26,24.46,112.21,135.88,50.0,50,0.0,1635.81,330,1154,31,77,Flown,68.0
8759,444,645,444,645,1719,4452,18,5,57,23,4,1,CNF06009461,TKT4423659908,3,GA674,670.89,5.06,62.35,53.98,0.0,0,0.0,792.28,2045,1993,0,225,Flown,78.1
8760,906,630,906,630,270,3761,14,20,6,23,4,2,CNF77724356,TKT4275507516,1,GA315,561.46,14.33,34.87,62.26,75.0,0,0.0,747.92,543,529,236,77,Flown,70.3
8761,227,1545,227,1545,2055,1092,13,20,63,12,2,3,CNF85396827,TKT4950551250,3,GA380,73.36,26.24,3.67,4.14,0.0,0,5.87,113.28,6274,2666,0,337,Flown,71.9
8762,641,1830,641,1830,2882,5371,13,14,60,16,3,2,CNF92776869,TKT1000296240,2,GA442,48.67,9.87,3.91,5.27,0.0,0,0.0,67.72,3680,1012,0,335,Flown,78.0
8763,748,315,748,315,2762,2857,7,18,17,5,7,2,CNF87364971,TKT1863142042,1,GA452,7194.72,10.34,334.35,560.22,50.0,0,0.0,8149.63,6490,71390,0,399,Flown,61.8
8764,121,1245,121,1245,1317,5177,11,21,16,10,6,5,CNF59894970,TKT0810183199,2,GA559,1360.77,6.77,80.69,136.71,0.0,200,68.04,1852.98,7811,20777,0,397,Flown,71.7
8765,126,1845,126,1845,449,1133,7,5,67,2,6,4,CNF25078366,TKT7966222929,1,GA962,560.36,17.04,48.74,77.48,0.0,100,56.04,859.66,2272,6043,36,169,Flown,68.1
8766,1064,2115,1064,2115,781,108,11,13,24,13,7,2,CNF71502932,TKT6573746912,3,GA980,3315.97,12.19,271.77,479.48,0.0,0,0.0,4079.41,5279,58069,0,178,Flown,72.1
8767,629,2215,629,2215,597,1425,4,21,9,10,5,2,CNF06694401,TKT7459824012,2,GA819,1381.76,15.86,133.75,171.0,0.0,0,0.0,1702.37,2446,8561,7,177,Flown,42.9
8768,26,115,26,115,2702,2863,6,7,47,16,2,3,CNF43896021,TKT2988093475,4,GA500,103.37,18.25,5.56,9.44,0.0,0,8.27,144.89,6593,2802,41,67,Flown,75.0
8769,721,1130,721,1130,2626,2949,15,18,36,22,6,3,CNF83946155,TKT6422285630,4,GA552,2895.87,10.03,130.1,190.72,0.0,0,231.67,3458.39,6240,16598,0,179,Flown,91.9
8770,807,145,807,145,371,927,20,17,2,16,8,5,CNF88186518,TKT8877509829,1,GA996,436.38,15.31,25.0,64.06,25.0,50,21.82,637.57,5939,2078,0,175,Flown,94.7
8771,182,615,182,615,2503,550,9,2,19,12,1,4,CNF22644427,TKT7028228045,3,GA999,139.69,9.8,9.03,12.28,0.0,0,13.97,184.77,6453,3871,1,77,Flown,57.5
8772,425,2045,425,2045,2234,705,15,6,1,12,8,5,CNF96100923,TKT6727281210,1,GA151,137.29,14.57,9.54,14.85,0.0,0,6.86,183.11,737,257,0,166,Flown,69.3
8773,963,915,963,915,1133,1391,14,6,11,2,6,4,CNF86444254,TKT5543631395,2,GA518,2031.56,11.39,185.18,198.27,0.0,0,203.16,2629.56,5549,14760,91,391,Flown,82.8
8774,1022,2200,1022,2200,74,213,14,12,48,1,7,5,CNF90012350,TKT1996265128,4,GA223,3462.06,8.34,231.68,501.56,0.0,0,173.1,4376.74,3949,43439,0,164,Flown,97.0
8775,329,1745,329,1745,293,1655,7,6,8,24,1,1,CNF79376434,TKT9819596659,1,GA677,62.77,21.0,4.94,4.06,0.0,0,0.0,92.77,7470,4482,0,400,Flown,72.2
8776,1088,445,1088,445,784,2948,15,2,38,4,3,1,CNF10093139,TKT0951252862,1,GA599,107.05,27.46,5.19,6.07,0.0,0,0.0,145.77,4924,1354,0,340,Flown,83.2
8777,188,945,188,945,2868,221,21,9,26,20,2,4,CNF02122907,TKT0856135317,3,GA505,137.96,20.81,10.97,9.02,0.0,0,13.8,192.56,5827,2476,0,181,Flown,75.1
8778,924,2015,924,2015,919,2228,9,5,9,20,2,1,CNF23957016,TKT4407252882,2,GA275,106.49,25.58,6.31,11.16,50.0,0,0.0,199.54,7887,3351,0,177,Flown,74.5
8779,622,1245,622,1245,1367,1489,2,9,53,16,8,3,CNF86025357,TKT7814603083,3,GA774,33.23,27.91,1.78,3.23,25.0,0,2.66,93.81,6031,2110,25,396,Flown,76.0
8780,185,545,185,545,2863,843,5,7,66,10,6,4,CNF94789273,TKT7741076310,4,GA555,401.71,7.85,18.02,29.48,0.0,0,40.17,497.23,6921,18409,13,77,Flown,80.1
8781,662,1145,662,1145,1525,1560,17,11,54,10,6,2,CNF08541768,TKT6919845945,2,GA468,1218.81,15.82,115.18,108.19,0.0,0,0.0,1458.0,3338,8879,4,300,Flown,78.5
8782,31,1400,31,1400,2895,3444,9,5,67,5,7,1,CNF97529771,TKT5017271730,4,GA116,1152.58,24.82,112.79,122.27,0.0,0,0.0,1412.46,932,10252,0,169,Flown,44.2
8783,77,700,77,700,2881,2951,2,18,58,4,8,4,CNF06389395,TKT1493998753,1,GA984,73.01,23.15,5.28,4.1,0.0,0,7.3,112.84,3141,1099,22,166,Flown,72.4
8784,251,830,251,830,2572,1535,5,7,43,16,1,1,CNF72316367,TKT0460045427,3,GA949,786.13,15.24,14.67,16.63,1744.75,0,0.0,2577.42,1935,1161,7,393,Flown,80.2
8785,490,500,490,500,708,2402,9,4,69,1,7,2,CNF77190810,TKT7229444387,2,GA488,1525.36,27.33,147.82,227.08,0.0,0,0.0,1927.59,4913,54043,0,400,Flown,55.3
8786,163,745,163,745,737,4366,5,18,26,14,5,1,CNF73055820,TKT6694567397,3,GA568,4121.1,22.38,272.69,310.96,25.0,0,0.0,4752.13,7861,27513,0,181,Flown,80.2
8787,394,200,394,200,9,2806,20,2,71,14,5,3,CNF11612036,TKT4876247762,4,GA944,1470.04,5.37,125.25,164.81,50.0,0,117.6,1933.07,2538,8883,227,163,Flown,73.2
